aX,aY,aZ,gX,gY,gZ
-0.616,-1.806,0.941,-42.114,203.796,20.264
-0.585,-1.457,0.745,-69.031,190.613,61.707
-0.521,-1.147,0.686,-92.468,170.532,86.365
-0.363,-0.813,0.759,-103.455,145.813,99.487
-0.274,-0.425,0.886,-119.629,127.136,102.600
-0.116,-0.062,0.967,-103.516,118.164,95.276
0.055,0.249,0.822,-87.158,119.324,78.674
0.181,0.053,0.870,-114.441,117.859,37.842
0.306,-0.114,0.919,-121.399,111.755,8.728
0.364,0.040,0.798,-115.173,118.408,-5.371
0.399,-0.094,0.564,-111.633,123.169,-26.733
0.546,-0.139,0.349,-96.924,117.371,-45.898
0.656,-0.227,0.269,-108.582,109.131,-61.707
0.714,-0.284,0.180,-62.134,95.032,-68.909
0.864,-0.067,0.291,-29.663,85.571,-62.073
0.868,-0.101,0.290,-54.077,98.389,-81.482
0.854,-0.269,0.069,-38.818,120.300,-103.638
0.801,-0.236,-0.173,-6.653,134.644,-112.244
0.710,-0.532,-0.303,0.183,137.085,-127.014
0.640,-0.941,-0.459,0.122,137.939,-136.169
0.656,-1.224,-0.677,-4.211,135.315,-123.047
0.666,-1.268,-0.825,-15.076,125.183,-95.703
0.691,-1.104,-0.870,-26.611,112.976,-62.988
0.676,-0.924,-0.993,-33.691,106.079,-37.842
0.647,-0.872,-1.133,-39.856,97.900,-23.132
0.642,-0.851,-1.099,-51.819,79.956,-9.399
0.623,-0.736,-0.992,-59.082,60.303,8.179
0.574,-0.574,-0.982,-53.467,50.964,24.658
0.521,-0.441,-1.020,-48.828,48.340,32.349
0.482,-0.306,-1.022,-48.584,45.837,31.738
0.436,-0.195,-1.030,-40.894,43.457,22.095
0.402,-0.264,-1.139,-22.217,43.518,1.038
0.398,-0.615,-1.231,-3.052,37.781,-25.635
0.382,-1.055,-1.186,9.155,24.536,-42.297
0.377,-1.359,-1.176,20.447,14.282,-37.781
0.411,-1.452,-1.234,32.349,6.348,-14.221
0.445,-1.469,-1.231,29.419,-9.888,17.029
0.508,-1.432,-1.133,7.507,-31.616,50.537
0.594,-1.191,-0.904,-15.442,-56.763,86.304
0.715,-0.799,-0.596,-33.630,-76.782,113.831
0.841,-0.419,-0.326,-38.391,-86.121,120.911
0.943,-0.270,-0.158,-31.311,-82.947,102.722
1.016,-0.364,-0.040,-16.541,-72.388,67.993
1.095,-0.554,0.034,4.456,-58.533,33.936
1.140,-0.824,0.088,27.588,-45.471,6.470
1.164,-1.081,0.105,38.757,-31.677,-7.629
1.183,-1.231,0.025,37.415,-18.188,-6.653
1.183,-1.270,-0.020,31.982,-12.390,4.150
1.185,-1.202,0.042,19.348,-15.015,19.531
1.182,-1.074,0.138,5.005,-17.029,33.936
1.162,-0.924,0.205,-3.235,-13.428,43.457
1.124,-0.779,0.170,-7.507,-4.089,47.424
1.079,-0.704,0.109,-13.977,4.639,45.776
1.043,-0.610,0.113,-16.052,9.583,42.419
1.007,-0.551,0.112,-14.038,14.893,37.659
0.957,-0.506,0.062,-15.564,23.254,29.785
0.908,-0.425,-0.011,-9.399,30.823,21.118
0.860,-0.366,-0.062,1.587,34.912,10.315
0.818,-0.366,-0.122,10.376,37.231,-2.808
0.781,-0.434,-0.172,15.198,37.109,-15.076
0.749,-0.541,-0.165,14.526,32.898,-24.048
0.725,-0.609,-0.113,10.864,27.832,-26.855
0.693,-0.679,-0.085,8.728,25.696,-26.611
0.661,-0.729,-0.118,7.141,25.452,-24.780
0.646,-0.725,-0.105,9.766,21.851,-20.996
0.638,-0.739,-0.083,13.245,17.395,-18.127
0.631,-0.745,-0.088,16.235,15.076,-15.991
0.621,-0.734,-0.109,18.127,12.146,-12.756
0.621,-0.712,-0.085,14.404,6.531,-9.827
0.620,-0.684,-0.030,13.428,0.061,-6.531
0.625,-0.684,0.009,13.611,-3.479,-4.761
0.625,-0.679,-0.010,13.000,-4.700,-3.357
0.639,-0.686,-0.020,13.794,-7.996,-0.916
0.655,-0.715,0.041,15.686,-15.930,1.892
0.667,-0.727,0.053,17.578,-20.142,6.226
0.682,-0.724,0.035,14.771,-21.179,12.268
0.697,-0.710,0.051,8.545,-23.804,18.127
0.714,-0.674,0.073,3.357,-27.527,23.804

0.741,-1.157,-0.908,95.459,-15.137,-29.907
0.756,-1.198,-1.013,97.412,-20.630,-30.457
0.740,-1.257,-1.141,93.323,-28.442,-26.550
0.746,-1.316,-1.214,82.520,-40.588,-18.494
0.766,-1.264,-1.137,67.810,-60.486,-2.686
0.791,-1.078,-1.025,56.213,-77.637,15.564
0.800,-0.912,-1.024,46.021,-85.388,27.710
0.827,-0.747,-1.017,41.748,-92.285,33.020
0.855,-0.542,-0.907,51.025,-104.492,33.691
0.895,-0.291,-0.795,67.505,-112.976,25.146
1.012,-0.062,-0.641,96.252,-117.371,6.104
1.095,-0.054,-0.637,131.287,-117.004,-22.888
1.195,-0.215,-0.739,155.579,-112.671,-52.124
1.328,-0.467,-0.822,151.855,-116.821,-63.904
1.501,-0.726,-0.640,134.583,-138.672,-53.650
1.669,-0.722,-0.259,107.910,-163.574,-23.193
1.883,-0.066,0.031,101.868,-172.607,19.653
2.153,0.946,0.524,124.695,-177.246,45.654
2.490,1.594,1.480,148.621,-189.636,28.564
2.794,1.699,2.797,171.631,-189.453,-13.245
2.937,1.458,3.930,169.250,-147.339,-54.016
2.802,0.717,4.000,126.465,-65.613,-78.369
2.493,0.424,4.000,52.917,34.790,-68.420
2.222,1.070,3.657,5.859,110.352,-20.569
1.913,1.563,3.613,-10.559,139.771,-2.441
1.597,1.824,3.702,-23.071,158.875,-20.142
1.258,1.875,3.657,-19.104,187.744,-55.542
0.905,1.706,3.538,-12.085,219.727,-101.563
0.507,1.495,3.469,-14.404,248.413,-145.264
0.054,1.107,3.384,-13.184,276.611,-189.575
-0.469,0.551,3.212,-11.230,310.913,-236.145
-1.087,-0.121,2.687,-6.348,357.910,-275.635
-1.828,-1.036,1.940,-8.423,402.100,-304.932
-2.530,-1.891,0.754,-4.150,436.279,-308.289
-2.951,-2.165,-0.984,31.189,451.172,-268.982
-2.875,-1.934,-2.626,33.447,405.884,-205.261
-2.438,-1.659,-3.056,20.935,273.376,-154.236
-1.941,-2.017,-1.858,-6.653,91.736,-129.211
-1.556,-2.694,-0.448,-55.603,-33.142,-103.882
-1.287,-2.952,0.205,-111.023,-62.500,-55.908
-1.096,-2.826,0.494,-121.948,-56.519,-0.122
-0.966,-2.680,0.842,-121.765,-55.664,43.213
-0.848,-2.404,1.080,-125.916,-48.035,81.055
-0.734,-1.758,1.193,-128.601,-26.978,121.094
-0.670,-1.354,1.267,-132.996,0.244,139.832
-0.673,-1.208,1.494,-137.329,23.865,134.583
-0.762,-1.111,1.584,-133.362,55.481,119.934
-0.833,-1.015,1.200,-115.417,101.929,97.839
-0.840,-1.069,0.806,-94.177,131.409,69.153
-0.810,-1.392,0.723,-70.923,127.808,43.274
-0.729,-1.563,0.827,-54.993,114.136,34.973
-0.620,-1.467,0.937,-55.542,107.056,48.828
-0.480,-1.269,1.070,-58.472,100.830,63.904
-0.286,-0.934,1.234,-59.143,97.107,74.280
-0.134,-0.522,1.240,-54.993,106.873,72.449
-0.110,-0.363,1.017,-52.307,132.324,49.255
-0.160,-0.591,0.698,-44.189,155.884,8.911
-0.241,-0.884,0.417,-23.804,167.480,-26.489
-0.293,-1.066,0.069,0.854,175.354,-46.387
-0.319,-1.311,-0.298,24.353,175.842,-55.786
-0.308,-1.542,-0.626,52.002,165.344,-54.077
-0.209,-1.665,-0.972,62.622,146.362,-38.269
0.004,-1.592,-1.018,22.400,119.873,-10.254
-0.072,-1.347,-0.783,-48.645,98.145,19.470
0.046,-1.005,-0.610,-92.346,74.768,50.232
0.018,-0.457,-0.609,-15.930,65.613,83.313
0.199,-0.061,-0.833,23.132,71.045,78.674
0.152,0.014,-0.755,21.790,62.805,44.373
0.124,-0.045,-0.924,19.165,66.833,1.831
0.108,-0.336,-1.296,15.808,74.219,-38.513
0.137,-0.776,-1.509,5.188,61.890,-69.153
0.131,-1.050,-1.506,-0.061,37.598,-76.172
0.170,-1.120,-1.594,17.029,18.738,-65.186
0.198,-1.299,-1.599,32.898,-2.563,-53.955
0.219,-1.586,-1.479,27.771,-27.588,-45.837
0.245,-1.721,-1.356,18.799,-46.631,-25.024
0.271,-1.562,-1.299,21.179,-59.326,7.629
0.307,-1.380,-1.194,14.771,-72.937,35.095
0.362,-1.230,-1.027,10.681,-90.759,53.101
0.440,-1.178,-0.806,6.409,-109.070,65.796
0.485,-1.195,-0.604,-9.216,-120.117,74.646
0.535,-1.116,-0.456,-21.484,-124.023,86.243
0.594,-0.934,-0.299,-25.024,-128.967,97.534
0.654,-0.811,-0.074,-13.672,-135.681,101.685
0.710,-0.799,0.168,-1.831,-137.390,97.778
0.732,-0.847,0.258,16.174,-126.282,94.116
0.703,-0.900,0.152,31.311,-105.713,94.482
0.663,-0.740,-0.098,35.706,-85.266,102.783
0.656,-0.458,-0.273,46.753,-80.627,111.755
0.672,-0.301,-0.231,46.326,-91.248,108.887
0.699,-0.265,-0.129,39.063,-98.267,98.999
0.732,-0.272,-0.162,39.612,-94.788,92.651
0.763,-0.277,-0.221,38.879,-89.417,89.905
0.780,-0.335,-0.207,41.138,-90.210,87.891
0.803,-0.379,-0.178,42.908,-90.942,87.646
0.850,-0.423,-0.123,37.598,-91.492,87.769
0.885,-0.444,-0.039,36.621,-92.957,88.989
0.904,-0.442,-0.010,38.086,-89.600,88.989
0.910,-0.403,-0.100,40.283,-82.581,89.600
0.915,-0.337,-0.106,41.748,-80.017,89.722
0.941,-0.113,-0.151,42.847,-76.660,89.172
0.979,0.064,-0.219,41.504,-71.106,83.862
1.003,0.080,-0.212,40.649,-70.862,69.458
1.027,-0.023,-0.168,38.391,-71.716,53.040
1.051,-0.129,-0.115,33.691,-70.435,40.588
1.072,-0.213,-0.056,32.410,-67.993,32.104
1.102,-0.306,0.020,32.288,-65.308,25.208
1.130,-0.379,0.071,33.447,-60.730,19.165
1.156,-0.429,0.110,35.095,-54.443,14.160
1.172,-0.528,0.137,36.499,-48.096,9.033
1.179,-0.643,0.141,39.185,-41.382,5.310
1.164,-0.741,0.117,38.513,-35.461,6.226
1.143,-0.752,0.100,30.090,-29.907,10.925
1.125,-0.725,0.113,20.386,-25.513,16.846
1.107,-0.644,0.165,13.977,-20.203,20.325
1.067,-0.630,0.129,12.268,-11.719,18.921
1.032,-0.652,0.096,4.944,-3.418,15.808
1.007,-0.620,0.090,0.732,1.770,15.259
0.987,-0.601,0.110,3.479,6.287,13.977

0.922,-1.161,-0.764,40.710,54.688,-58.472
0.909,-1.308,-0.988,46.875,58.899,-64.697
0.938,-1.403,-1.088,53.162,53.833,-66.833
1.013,-1.449,-1.043,53.528,41.931,-62.439
1.100,-1.373,-0.939,56.335,32.227,-52.734
1.196,-1.105,-0.810,58.350,28.687,-38.391
1.227,-0.873,-0.791,61.096,37.170,-33.997
1.179,-0.700,-0.926,69.824,58.411,-39.429
1.062,-0.505,-1.237,85.205,86.609,-50.476
0.950,-0.336,-1.860,121.399,118.896,-67.932
0.780,-0.434,-2.608,160.095,143.982,-92.163
0.637,-0.691,-3.297,186.096,148.987,-109.924
0.649,-0.704,-3.468,200.256,118.042,-102.539
0.787,-0.418,-2.986,211.487,64.758,-81.909
0.927,0.055,-2.418,214.355,27.100,-64.575
1.011,0.487,-2.195,213.440,24.109,-66.467
0.963,0.706,-2.129,205.933,32.471,-89.661
0.810,0.527,-1.918,183.960,27.466,-126.953
0.575,0.215,-1.498,153.687,13.184,-159.851
0.235,-0.049,-1.239,133.911,9.949,-176.270
-0.095,-0.226,-1.094,114.136,13.733,-179.626
-0.404,-0.337,-0.964,87.585,5.981,-175.049
-0.668,-0.353,-0.681,82.397,-17.212,-168.762
-0.883,-0.253,-0.232,94.421,-53.650,-165.955
-1.107,-0.238,0.284,106.873,-93.384,-175.293
-1.385,-0.154,0.786,106.506,-126.343,-192.322
-1.636,-0.297,1.208,107.727,-149.597,-221.252
-1.921,-0.809,1.419,100.403,-169.556,-266.541
-2.128,-1.400,1.325,71.350,-188.110,-306.030
-2.085,-2.233,1.628,27.405,-235.901,-326.721
-1.504,-3.048,2.706,-25.818,-312.012,-325.317
-0.450,-3.294,3.981,-67.017,-360.779,-295.227
0.373,-4.000,4.000,-63.660,-329.285,-279.846
1.001,-4.000,3.529,-49.683,-234.741,-262.451
1.439,-4.000,3.351,-25.513,-174.561,-142.944
1.446,-4.000,3.966,-22.156,-139.526,59.448
0.970,-2.782,3.902,-37.842,-46.875,218.933
0.392,-1.144,2.756,-50.232,89.905,287.842
0.016,0.014,1.932,-45.105,172.852,298.889
-0.367,0.202,1.928,-33.203,186.401,256.348
-0.777,-0.358,1.914,-29.846,198.364,187.683
-1.070,-0.573,1.462,-14.648,221.313,145.813
-1.225,-0.411,0.865,-6.042,234.985,127.930
-1.328,-0.520,0.436,-3.052,225.525,103.821
-1.365,-0.788,0.197,-9.094,197.021,80.750
-1.310,-1.078,-0.014,-15.320,164.551,73.975
-1.179,-1.255,-0.187,-47.302,132.202,80.322
-0.959,-1.126,-0.168,-88.257,96.619,101.074
-0.675,-0.749,-0.083,-123.657,67.871,122.375
-0.381,-0.410,-0.051,-141.602,53.772,127.930
-0.146,-0.320,-0.032,-148.560,49.438,113.037
0.048,-0.358,-0.077,-153.870,54.260,87.891
0.163,-0.347,-0.240,-150.757,66.772,62.744
0.212,-0.492,-0.528,-136.353,78.064,36.255
0.316,-0.771,-0.742,-130.432,77.087,12.329
0.350,-1.005,-0.758,-134.583,64.453,1.465
0.365,-1.161,-0.780,-145.142,54.626,-0.793
0.371,-1.171,-0.974,-145.691,55.420,4.272
0.386,-1.294,-1.059,-134.033,49.927,8.972
0.663,-1.181,-1.331,-152.405,37.109,177.429
0.527,-0.452,-1.258,-186.462,40.466,201.050
0.561,-0.301,-1.273,-130.615,22.888,193.481
0.650,0.299,-1.210,1.648,15.747,179.565
0.733,0.057,-1.330,67.871,15.442,118.713
0.752,-0.139,-1.259,91.675,6.165,61.035
0.785,-0.623,-1.088,76.050,-6.104,18.066
0.809,-1.069,-0.984,75.439,-14.771,2.625
0.826,-1.339,-0.926,51.697,-18.860,18.250
0.699,-1.396,-1.034,19.958,-23.254,57.007
0.749,-0.974,-0.995,-8.606,-32.227,109.680
0.738,-0.691,-1.040,-26.123,-39.612,141.479
0.797,-0.324,-0.932,-38.086,-55.054,161.072
0.897,0.027,-0.589,-44.983,-77.148,165.649
0.966,0.132,-0.296,-48.950,-84.412,147.339
1.008,0.020,-0.180,-47.119,-71.716,113.464
1.015,-0.205,-0.229,-31.067,-49.988,79.285
0.961,-0.516,-0.351,-8.667,-31.555,53.284
0.943,-0.574,-0.521,18.494,-19.592,45.471
0.926,-0.472,-0.626,40.466,-18.127,49.744
0.926,-0.492,-0.653,45.654,-24.597,51.697
0.933,-0.532,-0.604,35.583,-33.936,58.167
0.979,-0.512,-0.421,15.747,-44.983,69.885
1.067,-0.413,-0.310,-3.723,-51.208,80.872
0.934,-0.263,0.014,-14.709,-48.523,85.693
1.029,-0.310,-0.196,7.751,-29.602,79.163
1.020,-0.501,-0.216,17.822,-21.545,65.857
1.018,-0.601,-0.125,6.042,-26.245,58.777
1.010,-0.662,-0.153,-0.488,-20.508,55.847
1.006,-0.607,-0.172,4.944,-14.160,56.030
1.001,-0.494,-0.195,14.404,-8.545,54.932
1.005,-0.402,-0.224,14.404,-2.563,49.622
1.010,-0.365,-0.237,12.329,1.648,41.748
0.996,-0.412,-0.188,-2.258,3.174,32.104
0.985,-0.446,-0.191,-21.790,8.606,23.010
0.938,-0.519,-0.243,-35.217,15.930,14.282
0.893,-0.674,-0.297,-37.842,20.325,4.944
0.861,-0.830,-0.304,-25.330,19.531,0.488
0.849,-0.878,-0.283,-7.690,16.724,2.747
0.853,-0.758,-0.302,8.850,16.357,9.460
0.856,-0.659,-0.384,17.822,16.602,11.658
0.871,-0.603,-0.364,18.921,10.925,9.705
0.877,-0.503,-0.281,17.822,4.150,8.057
0.888,-0.395,-0.268,19.043,3.357,6.287
0.885,-0.391,-0.279,14.648,4.395,1.343
0.881,-0.477,-0.251,9.644,2.319,-3.479
0.887,-0.564,-0.167,6.165,-1.831,-3.784
0.894,-0.589,-0.090,2.930,-3.601,0.000
0.896,-0.541,-0.078,-0.488,-1.404,6.104
0.904,-0.522,-0.096,-5.493,1.587,10.132
0.913,-0.537,-0.057,-9.705,0.671,13.184
0.923,-0.455,-0.015,-13.855,0.061,18.616
0.931,-0.401,-0.008,-18.616,2.747,21.362
0.931,-0.406,-0.013,-23.437,5.554,20.264
0.913,-0.387,-0.042,-22.888,7.812,20.264
0.898,-0.391,-0.051,-22.339,9.155,20.081
0.876,-0.400,-0.052,-19.287,9.338,19.470
0.856,-0.426,-0.091,-18.311,11.108,18.433
0.853,-0.405,-0.108,-19.775,11.841,19.043
0.849,-0.431,-0.080,-23.010,10.864,19.043

0.886,-0.627,-1.225,131.042,56.458,-160.156
0.866,-0.475,-1.338,141.052,55.908,-176.514
0.840,-0.394,-1.540,147.583,61.401,-199.707
0.780,-0.571,-1.876,152.283,71.899,-229.004
0.747,-0.805,-2.353,150.696,82.092,-249.084
0.773,-1.010,-3.028,146.118,85.266,-249.390
0.844,-1.241,-3.545,133.606,68.359,-233.826
0.935,-1.346,-3.629,109.558,30.273,-202.209
1.023,-1.379,-3.278,86.792,-15.198,-159.302
1.107,-1.043,-2.820,68.298,-43.152,-110.962
1.084,-0.422,-2.676,60.730,-42.908,-66.711
0.952,0.032,-2.844,54.565,-30.884,-51.208
0.727,0.345,-2.877,59.998,-35.767,-58.655
0.468,0.700,-2.715,82.642,-55.359,-77.087
0.201,1.063,-2.375,117.920,-77.576,-104.004
-0.127,1.585,-2.162,145.081,-86.609,-138.611
-0.512,2.434,-2.030,156.677,-81.909,-180.176
-1.073,3.365,-2.005,143.860,-76.477,-242.981
-1.791,3.682,-1.136,106.018,-101.990,-344.055
-2.726,2.888,0.898,33.936,-170.593,-480.225
-3.697,0.870,3.233,-14.771,-238.647,-628.235
-4.000,-1.733,4.000,14.282,-262.573,-732.849
-3.990,-3.188,4.000,96.436,-231.018,-736.572
-3.234,-2.131,3.903,163.269,-148.743,-638.245
-2.752,-2.307,2.865,91.431,-109.924,-595.520
-2.183,-4.000,2.910,-37.415,-157.104,-647.400
-1.432,-4.000,3.062,-67.200,-210.510,-654.358
-0.605,-4.000,2.474,-82.275,-188.721,-575.928
0.202,-4.000,2.356,-132.263,-138.306,-335.022
0.422,-4.000,3.705,-150.940,-118.225,42.297
0.077,-1.803,4.000,-80.505,-92.285,336.548
-0.556,1.645,4.000,64.758,29.480,422.607
-1.317,3.379,1.902,166.443,256.836,352.478
-1.827,3.287,-1.740,178.406,398.193,205.811
-2.089,2.127,-3.353,139.282,314.819,73.364
-1.910,1.045,-2.486,69.885,115.540,12.756
-1.610,0.296,-1.182,0.427,-11.780,8.118
-1.411,-0.381,-0.954,-48.706,-22.400,13.123
-1.261,-0.920,-0.933,-77.271,-20.569,26.428
-1.136,-1.081,-0.604,-76.843,-53.406,50.232
-1.160,-1.283,-0.127,-64.209,-81.421,70.923
-1.109,-1.438,-0.107,-57.312,-66.895,89.783
-1.083,-1.714,-0.293,-49.622,-40.344,108.765
-1.096,-1.986,-0.234,-51.270,-40.588,131.958
-1.064,-1.959,-0.025,-49.927,-52.368,169.128
-1.012,-1.835,0.178,-48.767,-54.749,208.069
-1.023,-1.739,0.367,-56.030,-50.537,238.098
-1.100,-1.592,0.431,-55.420,-42.053,261.047
-1.108,-1.290,0.439,-42.786,-37.720,277.710
-1.097,-1.187,0.549,-24.170,-49.561,276.672
-1.005,-1.229,1.001,-18.066,-74.646,261.536
-0.895,-1.150,1.469,-16.052,-81.055,252.441
-0.758,-1.082,1.650,-13.855,-53.223,238.525
-0.645,-1.165,1.628,-27.344,-13.000,215.454
-0.569,-1.481,1.577,-52.124,17.700,191.895
-0.514,-1.786,1.449,-94.727,43.091,185.669
-0.460,-1.828,1.211,-135.620,64.209,202.209
-0.275,-1.415,1.005,-173.950,73.975,229.553
0.031,-0.767,0.836,-204.224,80.933,246.948
0.306,-0.343,0.804,-177.429,84.961,234.497
0.486,0.097,0.914,-115.967,92.590,206.909
0.576,0.304,0.744,-64.209,120.300,166.748
0.598,0.340,0.386,-40.466,155.090,122.803
0.583,0.297,0.029,-28.931,176.514,87.097
0.589,0.277,-0.263,-12.695,181.824,61.462
0.677,0.205,-0.557,-17.456,183.105,37.659
0.715,0.072,-0.809,-31.006,178.223,15.808
0.819,0.047,-0.999,-37.292,164.185,5.615
0.864,0.124,-1.059,-46.326,147.522,-1.343
0.845,0.069,-1.084,-53.223,137.268,-19.531
0.731,-0.304,-1.160,-69.885,136.902,-49.438
0.609,-0.815,-1.466,-103.088,143.066,-72.754
0.514,-1.328,-1.467,-104.553,130.005,-67.871
0.490,-1.631,-1.495,-106.323,121.704,-36.804
0.400,-1.842,-1.650,-118.103,124.023,6.409
0.336,-1.771,-1.905,-130.432,124.146,64.697
0.292,-1.328,-1.986,-133.911,113.342,130.249
0.243,-0.694,-1.956,-129.456,97.412,183.228
0.144,-0.153,-2.019,-119.690,93.628,206.360
0.054,0.244,-2.159,-92.346,92.590,202.026
0.061,0.613,-2.297,-56.458,82.214,180.054
0.120,0.656,-2.244,-43.457,55.603,135.559
0.288,0.249,-2.076,-43.640,17.822,83.069
0.251,-0.333,-1.571,-60.974,-18.066,48.401
0.364,-0.726,-1.395,-60.120,-35.828,43.640
0.492,-0.890,-1.177,-53.894,-50.659,55.786
0.606,-1.160,-0.691,-74.341,-73.608,60.608
0.696,-1.390,-0.423,-82.031,-80.078,70.923
0.812,-1.319,-0.248,-62.622,-78.308,94.788
0.920,-1.138,0.052,-35.583,-84.656,116.882
0.917,-1.094,0.470,-17.029,-83.374,129.089
1.082,-0.844,0.279,-4.089,-55.115,141.052
1.018,-0.566,0.059,-17.883,-24.231,145.569
1.066,-0.494,-0.029,-12.024,-18.677,133.728
1.074,-0.529,0.032,-4.944,-16.296,114.502
1.054,-0.691,-0.046,-6.287,-3.845,94.116
1.009,-0.870,-0.244,-5.188,12.146,77.881
0.964,-0.975,-0.359,-1.465,17.517,70.435
0.906,-1.009,-0.365,5.920,13.977,69.275
0.893,-1.021,-0.459,10.071,14.587,71.838
0.885,-0.949,-0.580,18.311,15.503,77.698
0.854,-0.955,-0.580,1.831,8.789,82.153
0.871,-0.767,-0.540,-13.123,0.244,93.445
0.904,-0.560,-0.437,-21.973,-6.775,100.098
0.947,-0.333,-0.285,-24.719,-12.512,99.243
0.994,-0.143,-0.143,-25.879,-13.184,89.722
1.020,-0.023,-0.069,-25.391,-7.080,71.289
1.027,0.016,-0.056,-20.996,1.221,47.424
1.005,-0.081,-0.063,-15.930,7.874,21.606
0.971,-0.315,-0.101,-16.357,12.634,-1.404
0.932,-0.516,-0.108,-18.188,15.076,-14.038
0.910,-0.682,-0.110,-21.912,16.357,-16.479
0.891,-0.804,-0.114,-33.630,18.188,-13.306
0.873,-0.784,-0.114,-38.086,17.700,-4.272
0.859,-0.673,-0.127,-35.645,17.395,4.517
0.861,-0.580,-0.125,-34.119,16.663,7.751
0.851,-0.568,-0.104,-32.227,15.076,5.310
0.837,-0.607,-0.108,-28.809,14.893,1.038
0.837,-0.584,-0.110,-27.649,15.198,-0.366
